Date_Heure;W1_raw;W1_f;W2_raw;W2_f;W3_raw;W3_f;W4_raw;W4_f
2026-06-09 15:27:19;1003.00;1007.83;1000.00;1007.92;1006.00;1007.83;1006.00;1008.60
2026-06-09 15:32:24;1006.00;1007.70;1013.00;1008.16;1008.00;1008.05;1005.00;1008.93
2026-06-09 15:37:30;1008.00;1007.33;1005.00;1007.99;1009.00;1007.82;1005.00;1008.51
2026-06-09 15:42:35;1006.00;1007.45;1012.00;1007.88;1004.00;1006.79;1007.00;1007.95
2026-06-09 15:47:40;1008.00;1007.12;1008.00;1007.47;1007.00;1006.97;1007.00;1007.59
2026-06-09 15:52:46;1008.00;1007.11;1006.00;1007.63;1013.00;1007.15;1002.00;1007.67
2026-06-09 15:57:51;1010.00;1006.42;1008.00;1007.96;1008.00;1006.65;1010.00;1007.66
2026-06-09 16:02:57;1009.00;1006.73;1007.00;1007.97;1006.00;1006.99;1011.00;1007.70
2026-06-09 16:08:02;1004.00;1007.10;1019.00;1008.40;1005.00;1007.15;1014.00;1008.87
2026-06-09 16:13:07;1004.00;1006.80;1004.00;1007.91;1013.00;1007.57;1006.00;1007.59
2026-06-09 16:18:13;1004.00;1007.26;1002.00;1008.03;1004.00;1007.40;1001.00;1007.41
2026-06-09 16:23:18;1013.00;1006.94;1006.00;1007.34;1006.00;1007.33;1012.00;1007.80
2026-06-09 16:28:24;1006.00;1006.78;1015.00;1007.55;1007.00;1007.15;1008.00;1007.72
2026-06-09 16:33:29;1009.00;1006.58;1002.00;1007.47;1009.00;1006.86;1005.00;1007.44
2026-06-09 16:38:34;1009.00;1008.44;1007.00;1009.13;1013.00;1008.71;1012.00;1009.46
2026-06-09 16:43:40;1011.00;1009.84;1010.00;1010.25;1003.00;1009.66;1009.00;1010.39
2026-06-09 16:48:45;1010.00;1010.35;1008.00;1010.72;1008.00;1010.36;1009.00;1011.22
2026-06-09 16:53:51;1014.00;1010.79;1011.00;1011.18;1014.00;1010.82;1010.00;1011.72
2026-06-09 16:58:56;1008.00;1010.94;1012.00;1011.63;1016.00;1011.32;1011.00;1012.26
